h_m,tau_s,X_db,T_a_c,T_p_c,Y_kg_kg_da,dX_dh_current,dY_dh_current,dT_p_dh_current,dT_p_dh_matlab_like,dT_p_dh_delta,dH_h_dh_current,dH_h_dh_matlab_like,dT_a_dh_current,dT_a_dh_matlab_like,h_fg_current_j_kg,h_fg_particle_j_kg,q_sorption_j_kg
1.1932773109243697,0.23865546218487407,0.02755001356918594,95.41847522702835,94.38242447107137,0.022412071966396985,-0.046680804445022824,0.0005298196682561359,-23.569706378246202,-23.56970637824621,7.105427357601002e-15,-28610.857027763454,-28610.857027763454,-28.604557164018473,-29.071962786820354,2267088.5111697395,2269870.1272657164,633000.0
1.2100840336134453,0.2420168067226892,0.02678862399061357,94.93987554018042,93.98635925157078,0.022420713616401283,-0.04394714830655566,0.0004987931080751781,-23.560690717822904,-23.56069071782289,-1.4210854715202004e-14,-28427.570167332546,-28427.570167332546,-28.349754289690225,-28.790392225103563,2268374.383203685,2270931.547963919,633000.0
1.2268907563025209,0.2453781512605043,0.0260720612019876,94.46551120680431,93.59051269806548,0.022428846489505508,-0.041345164368765105,0.00046926100632334187,-23.54377948224305,-23.54377948224305,0.0,-28246.007692692376,-28246.007692692376,-28.100505502015753,-28.515617242563394,2269647.32541306,2271991.307434953,633000.0
1.2436974789915967,0.24873949579831947,0.025398173725151726,93.99529107324912,93.19501284154893,0.022436495004642808,-0.03886761193048204,0.00044114118219982525,-23.51952196518815,-23.51952196518815,0.0,-28066.126192686166,-28066.126192686166,-27.85655264071011,-28.247313384980124,2270907.623310876,2273049.0652171625,633000.0
1.2605042016806722,0.25210084033613456,0.024764928074568336,93.52912819433158,92.79997879691564,0.02244368224154897,-0.03650768917876067,0.00041435643621500243,-23.488430744228545,-23.488430744228538,-7.105427357601002e-15,-27887.88456704761,-27887.88456704761,-27.61765299548654,-27.985175546906877,2272155.549615899,2274104.5060460754,633000.0
1.2773109243697478,0.25546218487394967,0.024170401555488677,93.06693958028575,92.40552134732121,0.022450430022502046,-0.034259004828087615,0.0003888342282999803,-23.450984446231505,-23.450984446231512,7.105427357601002e-15,-27711.243864496882,-27711.243864496882,-27.383578286783568,-27.728916709525627,2273391.3650212153,2275157.338171263,633000.0
1.2941176470588234,0.2588235294117648,0.023612775592455396,92.60864596243175,92.0117434903911,0.02245675898804276,-0.03211555225530598,0.0003645063842421213,-23.407631270966327,-23.407631270966327,0.0,-27536.16711661559,-27536.16711661559,-27.154113718569313,-27.478266772068732,2274615.3189057996,2276207.2917838655,633000.0
1.3109243697478992,0.26218487394957996,0.023090329510907757,92.15417157508045,91.61874093965673,0.022462688667552314,-0.030071684782696926,0.00034130881515197047,-23.358790629840477,-23.35879062984047,-7.105427357601002e-15,-27362.619214320624,-27362.619214320624,-26.92905710837803,-27.23297146872738,2275827.649996353,2277254.1175718657,633000.0
1.3277310924369747,0.26554621848739507,0.022601434694299646,91.70344395084362,91.22660259232828,0.022468237545568173,-0.02812209249302606,0.0003191812543177383,-23.30485443869832,-23.304854438698325,3.552713678800501e-15,-27190.566797445896,-27190.566797445896,-26.70821807730227,-26.992791357898945,2277028.5869874908,2278297.585372852,633000.0
1.3445378151260503,0.2689075630252102,0.02214454909127433,91.25639372832063,90.83541097104825,0.02247342312412672,-0.02626178097862153,0.000298067016010734,-23.246189340929362,-23.246189340929362,0.0,-27019.978133706965,-27019.978133706965,-26.491417288706796,-26.757500876876943,2278218.3491234947,2279337.4829034456,633000.0
1.361344537815126,0.27226890756302535,0.021718212071986008,90.81295447214723,90.44524263571975,0.02247826198114322,-0.024486051480855982,0.00027791277007166063,-23.18313867592383,-23.18313867592383,0.0,-26850.8230083736,-26850.8230083736,-26.278485739978194,-26.526887461068508,2279397.146742093,2280373.61457535,633000.0
1.3781512605042017,0.27563025210084047,0.021321039620761834,90.3730625049426,90.05616856497215,0.022482769824974318,-0.022790482140001702,0.0002586683290994684,-23.116023706104315,-23.116023706104315,0.0,-26683.072633026783,-26683.072633026783,-26.069264106963242,-26.300750724773195,2280565.181781914,2281405.8003986957,633000.0
1.3949579831932772,0.2789915966386556,0.02095171983591745,89.9366567500706,89.66825451315555,0.02248696154549441,-0.02117091059198061,0.00024028645092724895,-23.045144968152947,-23.04514496815294,-7.105427357601002e-15,-26516.699557148582,-26516.699557148582,-25.863602132253316,-26.078901697276038,2281722.6482568826,2282433.8749565477,633000.0
1.4117647058823528,0.2823529411764707,0.020609008707258535,89.50367858418292,89.28156134543457,0.022490851262020346,-0.019623417844650076,0.00022272265562065674,-22.97078386315636,-22.97078386315636,0.0,-26351.677579989737,-26351.677579989737,-25.661358052728584,-25.861162109184306,2282869.732700636,2283457.6864433675,633000.0
1.4285714285714286,0.28571428571428586,0.020291726152499624,89.07407169890058,88.89614535017603,0.02249445236829742,-0.01814431312008085,0.00020593505344018693,-22.893203922566208,-22.893203922566208,0.0,-26187.981672514474,-26187.981672514474,-25.462398066451325,-25.647363726086997,2284006.614582989,2284477.095769154,633000.0
1.4453781512605042,0.289075630252101,0.019998752300562063,88.6477819711696,88.51205853021014,0.022497777574683357,-0.016730119626739332,0.00018988418335771822,-22.812651820925485,-22.81265182092549,3.552713678800501e-15,-26025.58790782956,-26025.58790782956,-25.26659583619785,-25.437347726609698,2285133.466699958,2285491.9757247064,633000.0
1.4621848739495797,0.2924369747899161,0.019729024007770678,88.22475734176749,88.12934887579297,0.022500838947688923,-0.01537756133947238,0.00017453286301145391,-22.729358493325304,-22.729358493325304,0.0,-25864.47339335806,-25864.47339335806,-25.073832025318673,-25.230964121491592,2286250.45553901,2286502.2102001524,633000.0
1.4789915966386553,0.2957983193277312,0.01948153158977012,87.80494770136937,87.74806062015773,0.022503647947070146,-0.014083550669223736,0.00015984604875917435,-22.64354024456469,-22.64354024456469,0.0,-25704.616206501774,-25704.616206501774,-24.88399386403948,-25.028071210731124,2287357.7416213434,2287507.6934540635,633000.0
1.495798319327731,0.2991596638655464,0.019255315753329363,87.38830478362513,87.36823447809434,0.022506215460651846,-0.01284517687779887,0.00014579070418766982,-22.555399656152044,-22.555399656152044,0.0,-25545.995336996857,-25545.995336996857,-24.696974744954982,-24.828535076196204,2288455.479822882,2288508.3294316814,633000.0
