case_id,humid_air_mass_flow_kg_h,h_m,tau_s,T_a_c,T_p_c,Y_g_kg_da,RH_a_pct,X_db,U_a_ms,U_p_ms,relative_velocity_ms,Re,h_m_ms,Nu,psi,driving_force_kg_m3,dX_dh,dX_dt,dY_dh,dY_dt,dH_h_dh,dH_dt_j_kg_da_s,dU_p_dh
air_250,250.0,0.19277108433734938,0.015646361932467608,181.6951451429852,58.444454771158064,6.592573622623058,0.09726648512565486,1.3151010857646699,0.17889358264044974,4.88562706564947,4.70673348300902,13.33602006302361,2.2182419275594185,3.916182525207907,0.27106998619100453,0.03095214610006485,-1.8318180414354348,-8.949579802581964,0.008842845140503762,0.04320284355579207,-31447.152913518952,-153639.0614119058,-81.85746577888335
air_250,250.0,0.2008032128514056,0.017409812993770677,181.2380866884713,59.67383906743095,6.666985278181601,0.09937616244312013,1.2996865205450585,0.17873497479382117,4.2448343856141575,4.066099410820336,11.522403282408279,2.1423756479290184,3.7813344323711915,0.25560876750171274,0.030678829084016167,-2.0121095142763497,-8.54107165382165,0.00971317698483708,0.041230827658792484,-31761.64758001502,-134822.93379140645,-77.68242294034476
air_250,250.0,0.20883534136546184,0.01945329972255796,180.75676287179226,61.018854876039484,6.749130725084679,0.10169257690499861,1.2826698806211505,0.1785689748930391,3.6380661643728986,3.4594971894798596,9.804032793392127,2.064937635482805,3.6433504234318637,0.23977795863398116,0.0303731015994684,-2.2327422206067076,-8.122863926556073,0.010778250486067996,0.03921198840449973,-32156.687946475042,-116988.15837636868,-73.37709870658833
air_250,250.0,0.21686746987951805,0.0218573307825933,180.24534355687877,62.50721611825173,6.840845647856504,0.10426588522644441,1.2636708992375731,0.17839379904898364,3.066602152806617,2.8882083537576335,8.184791536546404,1.9856628086701333,3.5017238523097003,0.22349970719151355,0.03002922048379288,-2.5088055305155454,-7.693508440852119,0.012110907465789524,0.03713933490703188,-32659.720951199826,-100154.37057901277,-68.87872704225438
air_250,250.0,0.22489959839357426,0.02473865807175917,179.6957094452224,64.17714031505704,6.94469540979686,0.10716675661657962,1.2421581548099034,0.178206964636401,2.5323568114813204,2.3541498468449196,6.670378039639993,1.9042627672776307,3.3558941145513446,0.20667238237315455,0.02963872855264031,-2.86337314904911,-7.251082497807232,0.013822533004793712,0.03500358560661472,-33311.6878363004,-84357.07959419477,-64.08953312157628
air_250,250.0,0.2329317269076305,0.028272660583313246,179.09621719282552,66.08291561081694,7.064373334522207,0.11049809915889533,1.217366565882343,0.17800491398435006,2.0382490790797494,1.8602441650953994,5.26935997385036,1.820468598928862,3.2053172183968663,0.18916499206926726,0.029189088349977486,-3.3328552944713232,-6.793189234662242,0.016088892334319087,0.03279316998383912,-34174.7919546979,-69656.73822940503,-58.850729423679475
air_250,250.0,0.24096385542168672,0.03273446700294216,178.4296039349399,68.30419836382595,7.205382588958976,0.11441562035547402,1.1881561373175025,0.17778237687718462,1.588869509650213,1.4110871327730283,3.9950678894897527,1.7341694195600985,3.0497034079421828,0.17081187378733811,0.028661292722783404,-3.975882431081288,-6.3171583686990225,0.019193015812504568,0.030495197622722917,-35343.27034594661,-56155.8446239991,-52.89530473452855
air_250,250.0,0.24899598393574296,0.03857202672355035,177.66971842695386,70.96008803077035,7.3761184320234054,0.11916234155747141,1.1527877697077884,0.17753137885817508,1.1916340459600054,1.0141026671018303,2.8688583607418905,1.6458163366608416,2.8897242045799567,0.15142597235939717,0.028026208405378963,-4.884921731103276,-5.82103904663255,0.023581275767858713,0.028100251052152112,-36949.05215177863,-44029.74851001122,-45.771402215798126
air_250,250.0,0.2570281124497992,0.04652457668425286,176.77763087078648,74.2242597434473,7.589224536473003,0.12511831700949932,1.1086422938266451,0.17724007179867285,0.8585461196521551,0.6813060478534823,1.925060924909605,1.5575557936926956,2.729020341054566,0.1308823256141781,0.027240140963656664,-6.181375687377247,-5.306996110509909,0.029839725738217426,0.025618780744031112,-39110.36722439178,-33578.054018672396,-36.794329413368196
air_250,250.0,0.2650602409638554,0.057712621506024776,175.70432895135332,78.30544292942938,7.861036902437561,0.13281512944437346,1.052335665366253,0.17689360458200445,0.6069903680450517,0.43009676346304726,1.2130679294843978,1.475853781615216,2.578901155508484,0.10943472542790346,0.026247570645017648,-7.892228500015366,-4.7905066819199735,0.03809862817183418,0.023125500336033205,-41622.5981720743,-25264.516183458676,-25.48264658073812
air_250,250.0,0.2730923694779116,0.07324226586528378,174.4256258231793,83.27556380425335,8.200928487296997,0.14268431986418784,0.9819262521757225,0.17648485433421987,0.451225130866416,0.2747402765321961,0.7729367498315622,1.4136222750465268,2.462285544627252,0.08840607999042163,0.025019123439605183,-9.555107516358536,-4.311504639511556,0.04612594382016855,0.020813185036592505,-43280.387576112815,-19529.19854798071,-13.55369335177415
air_250,250.0,0.28112449799196787,0.09290761258901573,173.0081685418794,88.79947044754914,8.589667872640394,0.1544210645727065,0.9013978918828506,0.1760344546841714,0.3786703745129331,0.20263591982876172,0.5683149762450369,1.380465529318763,2.3965808803468103,0.06969943068699559,0.023446243584280265,-10.249087814061326,-3.8810259209665414,0.04947603655008709,0.018735109289837047,-43460.450433360704,-16457.185042101464,-5.4145354658510865
air_250,250.0,0.2891566265060241,0.11506467835565161,171.57882718419836,94.50253677851646,8.985773194962762,0.16700247296731735,0.8193436588605834,0.17558072337083663,0.35112190915868624,0.1755411857878496,0.49071556789341475,1.368653644593775,2.368683582879231,0.05482045160187248,0.021818869520013075,-10.026329453594858,-3.520463939600194,0.048400701751105675,0.016994546803468392,-41763.42950258133,-14664.05509996056,-2.0508009755719043
air_250,250.0,0.2971887550200803,0.13836925966656,170.21881175189526,100.24673185586488,9.361129964595031,0.1796105206987606,0.7415875417215537,0.17514791484349898,0.33958807322361706,0.16444015838011808,0.45824628144949686,1.3654452481483363,2.35643455318234,0.042865383356522124,0.019943965296576247,-9.301678758228604,-3.1587391672518987,0.04490255197032244,0.015248371106425128,-40504.925180921135,-13754.989498255776,-1.0318582420651723
air_250,250.0,0.3052208835341365,0.162278794781273,168.95584132740265,105.94226780361367,9.706021033428552,0.19185910916730495,0.6701424726085149,0.17474439914248743,0.33269056345222703,0.1579461643097396,0.4388885006408529,1.3646074249844247,2.3489668624115607,0.03370308482667861,0.018104679171740568,-8.485170641559531,-2.822936201728735,0.04096097334823882,0.013627329302777226,-38944.63610703182,-12956.512929890363,-0.741860135095695
air_250,250.0,0.3132530120481927,0.18662799236765562,167.79439665041116,111.4525669420554,10.019285720513416,0.2035881325099236,0.6052488895559016,0.17437176300201254,0.32720825198449416,0.15283648898248162,0.4235928452245623,1.3642502295361074,2.3429595304800452,0.026775772995843515,0.01633988809235639,-7.678053704767409,-2.5123225313800135,0.037064729332246,0.012127885295082621,-37253.949485370475,-12189.799690626718,-0.6364105135152356
air_250,250.0,0.321285140562249,0.21136223623504297,166.7318997441971,116.6782387773655,10.30191327607384,0.2147105612081999,0.5467018668436061,0.1740293874348195,0.3223627628887124,0.1483333754538929,0.4101647782137255,1.3639148434479977,2.337593743263702,0.021553784632041342,0.014667250070030908,-6.907188658168873,-2.226620419640896,0.03334348624089809,0.010748698348957676,-35548.88292346405,-11459.63611681524,-0.5730956383604899
air_250,250.0,0.3293172690763052,0.2364524722755764,165.76338915866313,121.54876276489455,10.55551539472702,0.2251725352868263,0.4941675377997442,0.17371586499160685,0.31797851869775634,0.1442626537061495,0.3980972346679019,1.3635111212576683,2.3326919968409983,0.017609204836579132,0.013099263842772673,-6.181923497098014,-1.96571887631008,0.02984237021295107,0.00948923267474423,-33902.74623255269,-10780.345026813044,-0.5194042435151235
air_250,250.0,0.3373493975903614,0.2618740942342811,164.88278382155107,126.01856555794524,10.781959801464044,0.2349438844323648,0.4472589984040861,0.1734293974292077,0.3140106134473488,0.1405812160181411,0.3872498146823889,1.3630323962635729,2.328218295530313,0.014614386747319455,0.011644665701270809,-5.506946205820499,-1.729239556311245,0.026584011836129646,0.008347661864554651,-32363.99146323088,-10162.63681297389,-0.4691339555755778
air_250,250.0,0.34538152610441764,0.2876026051010076,164.08337211115918,130.06445317673933,10.983252769499213,0.24401482018296866,0.4055606440167666,0.17316795772521995,0.3104356797372739,0.13726772201205392,0.3775444630743883,1.3624874040606862,2.324159279492042,0.012324660974110077,0.010308543036118709,-4.884896527229779,-1.5164461738768251,0.02358115409968795,0.007320431601926031,-30962.03830868058,-9611.72140840677,-0.42149703070181654
air_250,250.0,0.35341365461847385,0.3136133063295714,163.35812631511868,133.68237677988105,11.161471693081266,0.2523931930433545,0.36864213709330323,0.1729293975640418,0.30723169952966756,0.13430230196562576,0.36890912067216014,1.3618869703550691,2.3205015877433706,0.010559633002951634,0.009092437310693955,-4.316807877797267,-1.3262602208387118,0.020838785676963414,0.006402335539667963,-29710.925164912776,-9128.13803301492,-0.37687230726710036
air_250,250.0,0.36144578313253006,0.3398816222865395,162.6999662496347,136.88352361480122,11.31870609305859,0.2601012461535789,0.3360706280330038,0.17271153740047326,0.3043733084891272,0.13166177108865393,0.36126449512462255,1.3612402528103298,2.3172262387850444,0.009187067983229108,0.007994725900615193,-3.802317789454094,-1.1573240455032072,0.018355156804099115,0.005586819804300361,-28612.67223231345,-8708.933712064225,-0.33547970712555103
air_250,250.0,0.36947791164658633,0.36638362364141924,162.1019725952624,139.69015969918706,11.457006943786334,0.26717216512118197,0.30742125224007705,0.17251223905702318,0.3018335137098374,0.12932127465281423,0.35452853178038535,1.3605552233345646,2.3143105304624405,0.008110116382524466,0.007011138278311053,-3.339842961929525,-1.0080765364382593,0.01612262432070011,0.004866348348940595,-27660.867173680213,-8348.976731292998,-0.2974994182720635
air_250,250.0,0.37751004016064255,0.39309642127511585,161.55755031106298,142.13171541688718,11.578344299036461,0.27364669473684394,0.2822859080249932,0.17232946082084225,0.29958465228817055,0.1272551914673283,0.34861880154327707,1.359838712373451,2.3117291993549145,0.007257667813340386,0.006135384759113082,-2.926833504574857,-0.8768343977734261,0.01412887898664448,0.004232795298435526,-26843.880369648734,-8042.014566606463,-0.26304261805912843
air_250,250.0,0.38554216867469876,0.4199984286144552,161.06053987198328,144.24148956875985,11.684575426107624,0.2795701191971717,0.26027985770532297,0.17216129462796695,0.29759877201910406,0.12543747739113711,0.3434533234262795,1.3590961581070578,2.309454975802074,0.006577256364298342,0.005359824607845374,-2.5600641493693685,-0.7618719471424563,0.012358351272099716,0.003677830162757608,-26147.2728997294,-7781.396306607868,-0.23201139834104703
air_250,250.0,0.393574297188755,0.4470695712342636,160.6052846389207,146.0540357417932,11.77742372045003,0.284989739244922,0.2410460954952524,0.17200598862321245,0.29584885502698555,0.1238428664037731,0.3389537097536689,1.3583320945531367,2.30746023411787,0.006029914198874852,0.004676048330018631,-2.2358891490495827,-0.6614852447135801,0.010793441842555995,0.0031932274109205483,-25555.73174563232,-7560.633976322109,-0.20424089946571755
air_250,250.0,0.4016064257028112,0.4742913987643501,160.18666294331598,147.603236902162,11.858466319296973,0.28995286348130145,0.22425791337356635,0.17186195789181266,0.2943094587733579,0.12244750088154524,0.33504673649148226,1.3575503641776168,2.305717986186046,0.005586475831954559,0.004075360830948683,-1.9504659987926853,-0.5740405924605122,0.009415601543931857,0.002771100594420178,-25054.464275684637,-7373.765820833176,-0.17954807498097652
air_250,250.0,0.40963855421686746,0.5016471012272451,159.80008622498588,148.92111756608796,11.929130747701722,0.29450539108375323,0.20961959586570508,0.17172778397128716,0.29295686391938286,0.1212290799480957,0.3316645915271943,1.3567541066035969,2.304202277696481,0.005224928115819887,0.0035491804567903285,-1.6999482769483152,-0.49801151603993693,0.008206262314209218,0.0024040808720705497,-24629.766570460983,-7215.459173548703,-0.15769891262194632
air_250,250.0,0.41767068273092367,0.5291214790058723,159.44147771399435,150.0371316538372,11.990697684400727,0.298690855323305,0.19686584708811147,0.17160220810434562,0.2917692585840436,0.120167050479698,0.32874524519760684,1.3559458722439894,2.302888617314049,0.004928506533818306,0.0030893006941849765,-1.4806156294528314,-0.4319981244533997,0.007147464664995421,0.0020854104660613638,-24269.412989634337,-7081.068634255568,-0.13842521256869553
air_250,250.0,0.4257028112449799,0.5567008836596076,159.10724024581822,150.97781037557382,12.044307554466851,0.30254981922562835,0.18576042506321067,0.17148412103719887,0.2907269353191037,0.11924281428190484,0.3262328769777443,1.3551278156227882,2.301754405844411,0.004684326701054125,0.0026880514398074824,-1.2889574850479706,-0.3747346593846159,0.006222261805021172,0.0018089791053269198,-23962.85554434709,-6966.647553902422,-0.12147638053653338
air_250,250.0,0.4337349397590361,0.5843731249020117,158.79421679059698,151.76671301535197,12.090969753572251,0.3061195599911221,0.17609423088970838,0.1713725504843925,0.28981220861030377,0.11843965812591126,0.32407755894119133,1.3543017347078503,2.300778992879835,0.004482397639191421,0.0023384021371726047,-1.1217306438830952,-0.3250912353696179,0.005414997641055498,0.0015693324259738789,-23701.109845199724,-6868.870990752747,-0.10661322025002853
air_250,250.0,0.4417670682730923,0.6121273631529475,158.4996478881394,152.42452528861998,12.131573333617812,0.3094339661887949,0.16768309518705493,0.17126664763091767,0.2890092904958354,0.11774264286491773,0.32223484283145926,1.353469107743509,2.29994365420815,0.004314903178948639,0.002033996521532095,-0.9759835303578739,-0.28206830764434976,0.004711423855108386,0.0013616452655900284,-23476.646421643756,-6784.968925540855,-0.09360298339581608
air_250,250.0,0.4497991967871485,0.6399539936585734,158.22112797991844,152.96928043570546,12.166898670986674,0.3125236013344977,0.16036536098681686,0.171165673355043,0.28830417390868573,0.11713850055364272,0.3206653820318858,1.3526311577049062,2.2992315543514286,0.004175674895141539,0.0017691512259359454,-0.8490621028074335,-0.24478814814706873,0.004098728432608493,0.0011816805148392338,-23283.17990577409,-6712.63794870151,-0.08222731388354247
air_250,250.0,0.4578313253012048,0.6678445313641109,157.95656415984587,153.41661253050665,12.197628948797028,0.315415857211838,0.15399950515457003,0.17106898527369976,0.2876845111335355,0.11661552585983573,0.3193345519359617,1.3517889176292146,2.2986276815262507,0.004059803076365657,0.0015388232641279122,-0.7385998509278916,-0.21248373703749268,0.003565487376375267,0.0010257354928253108,-23115.50353813064,-6649.972334972624,-0.0722925587743346
air_250,250.0,0.465863453815261,0.6957914987366804,157.70413840030062,153.78002194984202,12.224360946627534,0.3181351558524281,0.14846190327061976,0.17097602591073155,0.2871394450966088,0.11616341918587728,0.318211951452466,1.350943255694927,2.2981187040846422,0.003963348427670452,0.001338564799719626,-0.6425008084619336,-0.18448732561588216,0.0031015827027367996,0.0008905867361850849,-22969.325645061308,-6595.39941996621,-0.06362570716778891
air_250,250.0,0.4738955823293172,0.7237883193341916,157.46227322413552,154.07113842949002,12.24761505225831,0.3207031806095175,0.14364475567218649,0.1708863119680797,0.2866594414823947,0.11577312951431498,0.3172709148488802,1.3500948920934892,2.2976928122515337,0.0038831265218041413,0.001164472544606802,-0.5589190259445768,-0.16021941581115645,0.002698103349083812,0.0007734367991101442,-22841.106470075807,-6547.618823551843,-0.056068874357598955
air_250,250.0,0.48192771084337344,0.7518292189074747,157.2296006978945,154.29996613758954,12.267844502954667,0.3231391228091772,0.13945417309778615,0.17079942466416848,0.28623615340806485,0.11543672874389638,0.3164881187767643,1.3492444308284508,2.2973395887564863,0.0038165446347223314,0.0010131331164014348,-0.4862352385235986,-0.13917810432644778,0.0023472325410392792,0.000671862813701321,-22727.92369193847,-6505.553452532492,-0.04948161080590934
air_250,250.0,0.48995983935742965,0.7799091340298295,157.00493480176885,154.47510451881647,12.285443776633358,0.3254599293081353,0.13580843843563303,0.17071500114937474,0.28586229138637514,0.1151472902370004,0.315843208549958,1.348392384798808,2.2970498761076508,0.0037614772434161185,0.0008815681264395525,-0.42303275792971534,-0.12092911351328618,0.0020421314143195908,0.0005837683654094973,-22627.365936341335,-6468.310674600546,-0.043741886119325425
air_250,250.0,0.4979919678714859,0.8080236291919339,156.78724741954522,154.6039439720571,12.300756003713975,0.3276805354137902,0.13263647133961848,0.17063272706779442,0.2855314917939382,0.1148987647261438,0.3153184240701569,1.3475391868590834,2.2968156337617276,0.003716170876328315,0.0007671835038024714,-0.3680748797615373,-0.10509696951018618,0.0017768299515656548,0.0005073409067346924,-22537.43977590585,-6435.148800430437,-0.03874244840540924
air_250,250.0,0.5060240963855421,0.8361688223867827,156.57564740422822,154.69283697733567,12.31407950494514,0.32981408193907835,0.1298764739018543,0.17055233008359655,0.28523820068853545,0.1146858706049389,0.3148982708021303,1.3466851999446288,2.296629808650251,0.0036791706933866192,0.0006677232427561141,-0.32028397602642905,-0.09135722503114864,0.0015461260545109425,0.00044101421382636573,-22456.491334756418,-6405.449182103608,-0.034388010564942145
air_250,250.0,0.5140562248995983,0.8643413186258098,156.36936227269484,154.74724598648498,12.325673566723761,0.33187211633754116,0.12747473428048361,0.17047357422932707,0.2849775774453552,0.1145040032160281,0.3145692473789934,1.3458307309557318,2.296486226328144,0.003649263200269227,0.0005812271577550539,-0.2787221700812524,-0.07942956881006756,0.0013454922549634345,0.0003834351232909677,-22383.144569150572,-6378.694314925689,-0.030595094882521216
air_250,250.0,0.5220883534136546,0.8925381504979433,156.16772224439126,154.77187077500577,12.335763526551318,0.3338647769085266,0.12538457323437235,0.1703962549861687,0.2847454076340606,0.11434915264789189,0.3143196002808958,1.3449760416151966,2.2963794902361543,0.0036254311902972256,0.0005059928790216786,-0.24257379798435047,-0.06907177498839615,0.0011709910494377342,0.000333434323707984,-22316.252257709075,-6354.450345985895,-0.02729148880108018
air_250,250.0,0.5301204819277108,0.9207567252907808,155.97014642175935,154.77075796745356,12.344545216618982,0.3358009587734044,0.12356542362306018,0.1703201950315678,0.28453802128946687,0.11421782625789906,0.31413909460395467,1.3441213540870334,2.296304884954002,0.0036068181394266316,0.00044054240116820145,-0.21112986711048198,-0.06007447462272463,0.0010191998752944564,0.000290001115814756,-22254.854878777613,-6332.35237129162,-0.024414218784337263
air_250,250.0,0.538152610441767,0.948994778391814,155.77613086955625,154.74739462877193,12.352188827569945,0.33768846187322515,0.12198203001848892,0.17024524057673016,0.28435222185734677,0.11410698128061661,0.31401881512141694,1.3432668560553744,2.2962582909719016,0.003592699900676367,0.000383592825809239,-0.18377438083529854,-0.052256653510975346,0.0008871450950690868,0.000252261678892742,-22198.1467223267,-6312.092341608976,-0.021907932626163987
air_250,250.0,0.5461847389558232,0.9772503323614139,155.58523831457796,154.70478786343512,12.358842269004693,0.3395341226401998,0.12060375256771909,0.17017125820575055,0.2841852268246654,0.11401396861891486,0.31395100021180816,1.3424127070404752,2.296236112863491,0.003582462007282229,0.0003340306946193212,-0.15997227697933405,-0.045461757819030245,0.0007722437709989581,0.00021946027122527386,-22145.449265319116,-6293.409522598833,-0.01972437073873666
air_250,250.0,0.5542168674698794,1.005521660875324,155.3970892217909,154.6455327486728,12.364634096456522,0.3413439311106109,0.11940396066244828,0.1700981321396042,0.28403461530335505,0.11393648316375085,0.31392889548793235,1.341559043431342,2.2962352151603658,0.0035755813285042615,0.0002908895467882075,-0.1392588358226628,-0.03955432986048311,0.0006722525336968896,0.00019094298979530175,-22096.189805736863,-6276.082771142385,-0.017821776035848662
air_250,250.0,0.5622489959839357,1.0338072569605545,155.2113540655045,154.57187053630997,12.369676058615935,0.34312313473993056,0.11835950527494614,0.17002576186850374,0.28389828042046067,0.11387251855195693,0.31394662107112953,1.340705981432449,2.29625286345331,0.0035716111559352583,0.0002533304259161682,-0.12123044696819249,-0.0344171154288737,0.0005852230104763737,0.00016614380633672775,-22049.883518140898,-6259.924014271658,-0.01616381864582874
air_250,250.0,0.570281124497992,1.062105805163803,155.0277466501219,154.4857383867797,12.374065309132506,0.3448763299654332,0.1174502607776284,0.16995406010761477,0.2837743880067164,0.11382032789910163,0.3139990565075191,1.3398536196877184,2.296286672898538,0.0035701690127651585,0.0002206249667215058,-0.10553657222386993,-0.029948576195155313,0.0005094630272906208,0.00014457255878144495,-22006.11865716564,-6244.772854340363,-0.014718719807076437
air_250,250.0,0.5783132530120482,1.090416157243652,154.8460183421671,154.3888117525749,12.37788632491412,0.3466075427125004,0.11665872756245196,0.16988295103314183,0.2836613416760569,0.11377839064291506,0.31408174352007334,1.3390020422618967,2.2963345644455804,0.0035709266311605642,0.00019214070220680002,-0.09187274403860224,-0.02606074583745087,0.00044350280966218693,0.00012580460202587683,-21964.544745418014,-6230.49223178906,-0.013458817253022212
air_250,250.0,0.5863453815261044,1.1187373109048755,154.66595308218535,154.2825406146316,12.381212570678253,0.34832029915162593,0.1159696872248492,0.16981236875781444,0.2835577522876414,0.11374538352982697,0.31419080101939634,1.338151321066467,2.29639472632619,0.003573601665885478,0.00016732832503095658,-0.07997448116685438,-0.022677384120043536,0.00038606561140562616,0.00010947189700573337,-21924.86290691638,-6216.964845099892,-0.012360143136171918
air_250,250.0,0.5943775100401606,1.1470683911742316,154.48736306462882,154.1681805869523,12.384107944524494,0.3500176878923443,0.11536990310967173,0.1697422560111005,0.2834624107116367,0.1137201547005362,0.3143228493550928,1.3373015174424232,2.296465579509763,0.003577950806225766,0.0001457106626643022,-0.06961201258863134,-0.01973238890286224,0.0003360422450898554,9.525534489412107e-05,-21886.817688870244,-6204.090104893252,-0.011401854000736955
air_250,250.0,0.6024096385542168,1.1754086341270695,154.3100849959967,154.04681960576528,12.38662803333226,0.3517024145880952,0.11484786025234105,0.16967256299658254,0.2833742641968546,0.11370170120027204,0.31447494459600905,1.3364526835536266,2.29654574759495,0.0035837640205066013,0.00012687312127801498,-0.06058569649333624,-0.01716842716465311,0.00029246896782407164,8.287817855755984e-05,-21850.190261146534,-6191.781587813677,-0.010565758661391207
air_250,250.0,0.610441767068273,1.20375737269621,154.13397685571294,153.9194008073555,12.38882120230494,0.35337684979213224,0.11439353967697856,0.16960324640330748,0.28329239619626234,0.11368914979295486,0.314644522424405,1.3356048638501892,2.296634031014717,0.0035908597264804115,0.00011045539519167688,-0.052722040220327955,-0.014935753106372426,0.00025450826807800237,7.210025711557799e-05,-21814.792870166017,-6179.96494471447,-0.00983602803216445
air_250,250.0,0.6184738955823292,1.2321140242895012,153.9589150918718,153.78674218109035,12.390729540290478,0.35504307085574827,0.11399822257083055,0.16953426855018044,0.2832160087795637,0.11368174022938327,0.3148293492281122,1.3347580962791359,2.296729384470275,0.00359908072468341,9.61442870663718e-05,-0.04587024936624979,-0.012991188947232578,0.00022143220698065958,6.271314587631265e-05,-21780.464209033,-6168.576142648464,-0.009198927066510777
air_250,250.0,0.6265060240963854,1.2604780799784239,153.78479219134272,153.64955349358354,12.392389680325314,0.35670289861099913,0.11365432030647975,0.1694655966447673,0.28314440711066924,0.11367881046590195,0.3150274789363355,1.3339124131450568,2.2968308969499756,0.0036082907613392817,8.3667494361922e-05,-0.03989923838043409,-0.01129724619539527,0.00019260798738817233,5.453587439380331e-05,-21747.065470227917,-6157.559958964591,-0.00864250840086836
air_250,250.0,0.6345381526104417,1.2888490950672216,153.61151457268716,153.50845086581035,12.39383351228281,0.3583579294912836,0.11335522681490347,0.16939720214070816,0.28307698597590947,0.1136797838352013,0.31523721555154194,1.333067841863379,2.2969377743421657,0.0036183716113254373,7.278822201037607e-05,-0.034695036556003804,-0.009821366376597555,0.00016748543166899052,4.741127119173197e-05,-21714.477029912312,-6146.868709670696,-0.008156355305446141
