case_id,model_scale,equilibrium_closure,inlet_air_temp_c,inlet_feed_temp_c,feed_rate_kg_h,feed_total_solids,feed_moisture_db,air_flow_m3_h,humid_air_mass_flow_kg_h,dry_air_mass_flow_kg_h,inlet_humidity_ratio_g_kg_da,predicted_outlet_temp_c,predicted_outlet_moisture_db,predicted_outlet_moisture_wb_pct,predicted_outlet_humidity_ratio_g_kg_da,predicted_outlet_rh_pct,predicted_outlet_pv_pa,predicted_outlet_psat_pa,reference_outlet_temp_c,reference_outlet_moisture_wb_pct,delta_temp_c,delta_moisture_wb_pct_points
V2,coarse_well_mixed,lin_gab,180.0,40.0,17.0,0.37,1.7027027027027026,257.6430287451288,200.0,198.86646117132344,5.7,56.412189340790775,0.09335105938132093,8.538068224321671,56.60260960479747,45.68715720591135,8451.572889686036,18498.793548469042,92.0,3.2,-35.587810659209225,5.338068224321671
