case_id,humid_air_mass_flow_kg_h,segment,h_min_m,h_max_m,mean_U_a_ms,mean_U_p_ms,mean_relative_velocity_ms,mean_Re,mean_h_m_ms,mean_driving_force_kg_m3,mean_dX_dh,mean_dX_dt,mean_dH_h_dh,mean_dH_dt_j_kg_da_s,X_start_db,X_end_db,T_a_start_c,T_a_end_c,tau_end_s
air_200,200.0,full,0.0,2.0,0.13167118551092966,1.8814595038927513,1.7497883183818224,4.957796258734503,1.439019330785945,0.005066113275573144,-0.6998779591055619,-1.647269359760047,-26238.406893924166,-69070.44325802846,1.4999999999999998,0.09668377052393524,190.0,115.78954730827945,7.039314484018538
air_200,200.0,entry_0_0p2,0.0,0.2,0.14409356636216736,15.901722171130366,15.757628604768199,44.45157495560749,3.051134292795703,0.03142828197028222,-0.9685160762596118,-12.762121425498721,-38054.21569551695,-606681.3006262846,1.4999999999999998,1.315023935774291,190.0,179.67484175149048,0.015730469118538107
air_200,200.0,flash_0p2_0p5,0.2,0.5,0.13753290937966237,0.7087950476022261,0.5712621382225634,1.6287692467297294,1.4372747069966454,0.012482601979610155,-3.8794558045759904,-2.419482605541274,-36553.97998570658,-28014.44957313999,1.2995445950487579,0.12449810250299541,179.10810774635348,149.04274407848823,0.9184977113069858
air_200,200.0,tail_0p5_2p0,0.5,2.0,0.12881928696390943,0.24538828816066421,0.11656900119675484,0.3543660931428279,1.2238504626241773,3.466521075425021e-05,-0.017846349176537744,-0.004406231507888584,-22562.54059698539,-5540.263182196161,0.12250668334843255,0.09668377052393524,148.80551712659593,115.78954730827945,7.039314484018538
air_250,250.0,full,0.0,2.0,0.16757586415004364,1.9177817368310994,1.7502058726810557,4.93445545879825,1.4809108769624661,0.005181048822047144,-0.6978693625741691,-1.6750200244241575,-22475.383711215094,-56748.313273830514,1.4999999999999998,0.10037316426206214,190.0,127.61000827297045,6.178296504765652
air_250,250.0,entry_0_0p2,0.0,0.2,0.18046837109416597,15.934823634369412,15.754355263275247,44.33335354721059,3.0584639136144514,0.031444348446031146,-0.9679924396635979,-12.79772549395608,-30668.004381545372,-488833.01143686625,1.4999999999999998,1.3151010857646699,190.0,181.6951451429852,0.015646361932467608
air_250,250.0,flash_0p2_0p5,0.2,0.5,0.17390192402718738,0.7572082326212147,0.5833063085940273,1.6443587981136654,1.4680480406504473,0.013184037379199048,-3.8533304867473106,-2.5717740270990093,-30652.702936113175,-24588.132630522403,1.2996865205450585,0.13263647133961848,181.2380866884713,156.78724741954522,0.8080236291919339
air_250,250.0,tail_0p5_2p0,0.5,2.0,0.1645667574712494,0.27968412036862783,0.11511736289737841,0.3357988860480137,1.2726219029707928,4.363675909862853e-05,-0.020539952703500244,-0.005799228488636965,-19718.41233525582,-5518.203168856252,0.1298764739018543,0.10037316426206214,156.57564740422822,127.61000827297045,6.178296504765652
